name,solver,status,run_time,iter,obj_val,obj_opt,n,m,N
QFORPLAN,GUROBI_high,optimal,0.011924028396606445,35,7456631460.807264,7456631500.0,421,582,6112
CONT-101,GUROBI_high,optimal,0.23580193519592285,11,0.1955273246810615,0.19552733,10197,20295,62496
AUG2DC,GUROBI_high,optimal,0.04578590393066406,2,1818368.065570203,1818368.1,20200,30200,80400
LISWET6,GUROBI_high,optimal,0.08411502838134766,15,24.995754264434254,24.995748,10002,20002,50004
QPILOTNO,GUROBI_high,optimal,0.06401896476745605,26,4728586.899007093,4728586.9,2172,3147,16105
STADAT2,GUROBI_high,optimal,0.03506302833557129,16,-32.62666486859314,-32.626665,2001,6000,13998
BOYD1,GUROBI_high,optimal,0.5309350490570068,23,-61735219.640705265,-61735220.0,93261,93279,745507
PRIMALC5,GUROBI_high,optimal,0.0008299350738525391,11,-427.23232677596644,-427.23233,287,295,2869
QGROW22,GUROBI_high,solver_error,0.018810033798217773,19,-149628953.4713645,-149628950.0,946,1386,10837
PRIMAL3,GUROBI_high,optimal,0.022121906280517578,19,-0.13575583421667214,-0.13575584,745,856,23036
CVXQP1_L,GUROBI_high,optimal inaccurate,48.0265588760376,51,,108704800.0,10000,15000,94966
QPCBOEI1,GUROBI_high,optimal,0.009691953659057617,23,11503914.009768238,11503914.0,384,735,4253
QBORE3D,GUROBI_high,optimal,0.001653909683227539,11,3100.200801795192,3100.2008,315,548,1872
QCAPRI,GUROBI_high,optimal,0.013381004333496094,37,66793293.26641814,66793293.0,353,624,3852
CONT-300,GUROBI_high,optimal,3.786100149154663,12,0.19151228589430547,0.19151232,90597,180895,562496
QSC205,GUROBI_high,optimal,0.002292156219482422,18,-0.005813949803850133,-0.0058139518,203,408,785
CONT-050,GUROBI_high,optimal,0.05840492248535156,11,-4.56385090432271,-4.5638509,2597,4998,17199
S268,GUROBI_high,optimal,0.0006170272827148438,14,6.957634468562901e-09,5.7310705e-07,5,10,55
HS52,GUROBI_high,optimal,0.0005300045013427734,2,5.3266475644699565,5.3266476,5,8,21
